,bath,bed,isVavcantLand,price,sqft,zpid,address
78,2.5,3.0,False,220000,1550.0,49141587,27030-14th-Ave-S-Des-Moines-WA-98198
79,2.0,3.0,False,295000,1060.0,48851858,1115-S-274th-Pl-Des-Moines-WA-98198
81,3.0,7.0,False,807000,4610.0,48879514,912-S-248th-St-APT-15-Des-Moines-WA-98198
82,1.1,2.0,False,179000,1239.0,49021146,922-S-278th-Ct-Des-Moines-WA-98198
83,3.5,4.0,False,22000000,6045.0,49021171,28313-Redondo-Way-S-APT-108-Des-Moines-WA-98198
84,1.75,2.0,False,290000,1406.0,48809933,25121-8th-Pl-S-Des-Moines-WA-98198
85,3.5,5.0,False,750000,4360.0,2101929848,21232-6th-Ave-S-Des-Moines-WA-98198
86,,,True,200000,,2101951573,2417-S-222nd-St-K-81-Des-Moines-WA-98198
87,1.1,2.0,False,140000,1118.0,49081994,701-S-197th-St-Des-Moines-WA-98148
90,1.75,3.0,False,226000,1250.0,48773288,819-S-231st-St-Des-Moines-WA-98198
91,3.0,4.0,False,525000,2580.0,2102081255,22715-30th-Ave-S-Des-Moines-WA-98198
93,2.5,3.0,False,336000,2300.0,2102112125,204-5th-Ave-S-Des-Moines-WA-98198
94,,,True,75000,,48983450,425-S-193rd-St-Des-Moines-WA-98148
95,3.0,4.0,False,248000,1420.0,2112592382,2811-S-216th-St-4-5-6-Des-Moines-WA-98198
97,1.0,3.0,False,262000,1270.0,48773272,815-S-232nd-St-Des-Moines-WA-98198
100,2.5,4.0,False,381000,2300.0,49021087,28428-Redondo-Beach-Dr-S-Des-Moines-WA-98198
101,1.0,3.0,False,650000,2542.0,48749578,1649-S-255th-Pl-Des-Moines-WA-98198
102,3.0,4.0,False,231000,1650.0,2102353812,26414-Marine-View-Dr-S-LOT-B-Des-Moines-WA-98198
103,,,True,210000,,49065750,25746-18th-Ave-S-Des-Moines-WA-98198
104,2.0,4.0,False,333000,2217.0,96706876,24440-26TH-Ave-S-Des-Moines-WA-98198
105,,,True,50000,,48677367,1619-S-223rd-St-Des-Moines-WA-98198
106,1.0,3.0,False,212000,1320.0,2141752547,22215-6th-Ave-S-APT-306-Des-Moines-WA-98198
107,1.75,2.0,False,230000,1218.0,48851884,27421-8th-Ave-S-Des-Moines-WA-98198
108,3.0,3.0,False,14500000,3510.0,48905384,19825-Des-Moines-Memorial-Dr-S-Des-Moines-WA-98148
110,1.0,3.0,False,241000,1540.0,48879710,24441-9th-Pl-S-Des-Moines-WA-98198
111,1.5,2.0,False,230000,1100.0,48751353,23115-Marine-View-Dr-S-Des-Moines-WA-98198
115,1.75,3.0,False,272000,1440.0,2103112271,27203-Marine-View-Dr-S-Des-Moines-WA-98198
118,1.0,3.0,False,363000,2640.0,2103328029,201-1st-Pl-S-Des-Moines-WA-98198
119,,0.0,True,89000,,2103470409,26032-16th-Ct-S-Des-Moines-WA-98198
120,,5.0,True,699000,4130.0,2103713818,26026-16th-Ct-S-Des-Moines-WA-98198
121,4.0,4.0,False,552000,3160.0,48829094,1621-S-257th-St-Des-Moines-WA-98198
122,1.0,3.0,False,201000,879.0,49066823,20130-4th-Ave-S-Des-Moines-WA-98198
124,2.5,4.0,False,316000,2060.0,2104029491,26017-16th-Ct-S-Des-Moines-WA-98198
126,1.5,3.0,False,248000,1350.0,48992068,26136-11th-Pl-S-Des-Moines-WA-98198
128,1.75,3.0,False,257000,1640.0,49137020,22005-6th-Ave-S-APT-312-Des-Moines-WA-98198
129,2.0,2.0,False,415000,1489.0,2104325595,807A-S-281st-St-A-Des-Moines-WA-98198
130,5.0,2.0,False,210000,720.0,49065813,1804-S-264th-Pl-Des-Moines-WA-98198
133,1.0,2.0,False,142000,1067.0,48944962,1806-S-244th-St-Des-Moines-WA-98198
134,1.0,3.0,False,212000,1280.0,48751340,23235-Marine-View-Dr-S-Des-Moines-WA-98198
135,5.0,3.0,False,33900000,5900.0,48851841,28057-13th-Ave-S-Des-Moines-WA-98198
136,,4.0,True,78600000,3040.0,48952691,608-S-200th-St-Des-Moines-WA-98198
139,1.0,3.0,False,230000,1010.0,2107410676,625-S-240th-St-Des-Moines-WA-98198
140,5.0,5.0,False,41800000,7856.0,48773535,611-S-240th-St-Des-Moines-WA-98198
143,2.0,2.0,False,131000,1009.0,48851865,27403-16th-Ave-S-Des-Moines-WA-98198
145,1.75,3.0,False,230000,1100.0,2145978781,21937-7th-Ave-S-APT-222-Des-Moines-WA-98198
146,1.0,2.0,False,199000,827.0,48770514,23219-28th-Ave-S-Des-Moines-WA-98198
