,bath,bed,isVavcantLand,price,sqft,zpid,address
63,6.0,4.0,False,18900000.0,4600.0,48657902,505-E-Denny-Way-A405-Seattle-WA-98122
64,1.0,1.0,False,250000.0,548.0,2101029773,Undisclosed-Seattle-WA-98125
65,1.0,1.0,False,155000.0,680.0,48946611,9220-20th-Ave-NE-Seattle-WA-98115
66,1.0,2.0,False,395000.0,917.0,2101029786,513-20th-Ave-E-C-Seattle-WA-98112
67,2.0,3.0,False,850000.0,1607.0,49041739,6531-22nd-Ave-NW-Seattle-WA-98117
68,1.0,4.0,False,523000.0,1180.0,48839957,10735-63rd-Ave-S-Seattle-WA-98178
69,1.0,2.0,False,299000.0,1000.0,2101030638,9506-Ravenna-Ave-NE-APT-305-Seattle-WA-98115
70,1.0,1.0,False,185000.0,677.0,2101031081,7012-Holly-Park-Dr-S-UNIT-V-3-Seattle-WA-98118
72,3.0,3.0,False,700000.0,1664.0,2101031353,1762A-NW-61st-St-Seattle-WA-98107
73,2.0,3.0,False,690000.0,1668.0,2101031502,1146-10th-Ave-E-A-Seattle-WA-98102
74,3.0,3.0,False,900000.0,1775.0,2101031506,1140-10th-Ave-E-A-Seattle-WA-98102
75,3.0,2.0,False,940000.0,1900.0,48778172,7519-11th-Ave-SW-Seattle-WA-98106
76,1.75,3.0,False,400000.0,1276.0,48947215,10309-23rd-Ave-NE-Seattle-WA-98125
77,1.75,2.0,False,480000.0,1800.0,48791312,3278-40th-Ave-SW-Seattle-WA-98116
78,4.0,5.0,False,995000.0,4140.0,48754269,2125-1st-Ave-APT-1103-Seattle-WA-98121
79,1.0,1.0,False,589000.0,820.0,48996091,350-N-84th-St-Seattle-WA-98103
80,1.0,2.0,False,500000.0,1020.0,2101032480,7000-Cleopatra-Place-Nw-202-Seattle-WA-98117
81,1.0,1.0,False,230000.0,576.0,2101032649,1760-NW-61st-St-Seattle-WA-98107
82,2.0,3.0,False,710000.0,1658.0,49137089,3710-27th-Pl-W-APT-203-Seattle-WA-98199
83,1.0,1.0,False,185000.0,680.0,117745643,9254-36th-Ave-SW-Seattle-WA-98126
84,4.0,3.0,False,597000.0,2075.0,2109644889,626-13th-Ave-E-APT-L-Seattle-WA-98102
85,1.0,2.0,False,349000.0,790.0,48863928,3320-S-Holly-St-Seattle-WA-98118
86,5.25,5.0,False,575000.0,4129.0,48945865,1039-NE-91st-St-Seattle-WA-98115
87,2.0,3.0,False,675000.0,2220.0,48978213,1415-2nd-Ave-UNIT-2106-Seattle-WA-98101
88,1.0,1.0,False,450000.0,670.0,48789217,814-19th-Ave-Seattle-WA-98122
89,4.0,8.0,False,970000.0,4200.0,48990509,4027-51st-Ave-SW-Seattle-WA-98116
90,1.0,2.0,False,399000.0,870.0,80124260,5416-Fauntleroy-Way-SW-UNIT-A-Seattle-WA-98136
91,2.5,2.0,False,415000.0,1202.0,2101036804,9401-Lake-City-Way-NE-Seatac-WA-98115
92,,,True,500000.0,,80260309,1618-E-Fir-St-Seattle-WA-98122
93,3.0,3.0,False,499000.0,1430.0,2101037583,10544-Midvale-Ave-N-Seattle-WA-98133
94,2.5,3.0,False,380000.0,1600.0,48946068,1226-NE-92nd-St-Seattle-WA-98115
95,2.0,3.0,False,579000.0,1920.0,49102562,6016-38th-Ave-NE-Seattle-WA-98115
